pmid,doi,num_authors,year,month,day,title,issn,issn_type,volume,issue,journal_title,journal_title_iso,pmid_mesh,descriptor_id,descriptor_name,descriptor_major_topic,qualifiers
27131394,10.1016/j.canrad.2015.12.007,4,2016,8,1,"[Nasopharyngeal adenoid cystic carcinoma, a rare but highly challenging disease with unmet therapeutic needs: A case-report and review of the literature].",1769-6658,Electronic,20,5,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,Cancer Radiother,20220378,D005838,Genotype,N,[]
27131395,10.1016/j.arteri.2016.03.002,4,2016,8,3,"Effects of a nutraceutical combination containing berberine (BRB), policosanol, and red yeast rice (RYR), on lipid profile in hypercholesterolemic patients: A meta-analysis of randomised controlled trials.",1578-1879,Electronic,28,4,Clinica e investigacion en arteriosclerosis : publicacion oficial de la Sociedad Espanola de Arteriosclerosis,Clin Investig Arterioscler,20220378,D015658,HIV Infections,N,['complications']
27131396,10.1016/j.biotechadv.2016.03.006,3,2016,7,16,Plant secondary metabolism linked glycosyltransferases: An update on expanding knowledge and scopes.,1873-1899,Electronic,34,5,Biotechnology advances,Biotechnol. Adv.,20220378,D016174,Hepacivirus,N,"['classification', 'genetics', 'isolation & purification']"
27131397,10.1016/j.mrfmmm.2016.04.003,8,2016,7,29,UV-C-Induced alleviation of transcriptional gene silencing through plant-plant communication: Key roles of jasmonic acid and salicylic acid pathways.,1873-135X,Electronic,790,,Mutation research,Mutat. Res.,20220378,D006526,Hepatitis C,N,['virology']
27131398,10.1016/j.jmig.2016.04.010,3,2016,5,29,Robotic Cerclage in Advanced-stage Endometriosis.,1553-4669,Electronic,23,7,Journal of minimally invasive gynecology,J Minim Invasive Gynecol,20220378,D018451,"Homosexuality, Male",N,[]
27131399,10.1016/j.jmig.2016.04.009,4,2016,5,24,Cystic Endosalpingiosis of Uterus and Ovary Found on Laparoscopy: Disease of Haze.,1553-4669,Electronic,,,Journal of minimally invasive gynecology,J Minim Invasive Gynecol,20220378,D006801,Humans,N,[]
27131400,10.1016/j.jpeds.2016.03.072,1,2016,6,27,A Department Chairman's Journey to Better Teaching.,1097-6833,Electronic,174,,The Journal of pediatrics,J. Pediatr.,20220378,D008297,Male,N,[]
27131401,10.1016/j.jpeds.2016.03.059,4,2016,6,27,Neonatal Histamine-2 Receptor Antagonist and Proton Pump Inhibitor Treatment at United States Children's Hospitals.,1097-6833,Electronic,174,,The Journal of pediatrics,J. Pediatr.,20220378,D008875,Middle Aged,N,[]
27131402,10.1016/j.jpeds.2016.03.046,5,2016,8,10,Improving the Sensitivity and Positive Predictive Value in a Cystic Fibrosis Newborn Screening Program Using a Repeat Immunoreactive Trypsinogen and Genetic Analysis.,1097-6833,Electronic,175,,The Journal of pediatrics,J. Pediatr.,20220378,D012367,"RNA, Viral",N,['genetics']
27131404,10.1016/j.jpeds.2016.03.064,6,2016,6,27,Emergency Department Utilization for Mental Health in American Indian Children.,1097-6833,Electronic,174,,The Journal of pediatrics,J. Pediatr.,20220378,D012008,Recurrence,N,[]
27131403,10.1016/j.jpeds.2016.03.040,10,2016,8,10,Impact of Optimized Breastfeeding on the Costs of Necrotizing Enterocolitis in Extremely Low Birthweight Infants.,1097-6833,Electronic,175,,The Journal of pediatrics,J. Pediatr.,20220378,D017422,"Sequence Analysis, DNA",N,[]
27131405,10.1016/j.knee.2016.03.004,7,2016,9,22,The Journey patellofemoral joint arthroplasty: A minimum 5year follow-up study.,1873-5800,Electronic,23,5,The Knee,Knee,20220378,D017385,Sequence Homology,N,[]
27131406,10.1016/j.dsx.2016.03.002,3,2016,8,24,Prediction of insulin resistance in type 2 diabetes mellitus using routinely available clinical parameters.,1878-0334,Electronic,10,2 Suppl 1,Diabetes & metabolic syndrome,Diabetes Metab Syndr,20220378,D014759,Viral Envelope Proteins,N,['genetics']
27131407,10.1016/j.nut.2015.12.041,2,2016,5,23,Pharmacokinetic study of amaranth extract in healthy humans: A randomized trial.,1873-1244,Electronic,32,07-Aug,"Nutrition (Burbank, Los Angeles County, Calif.)",Nutrition,20220378,D014766,Viremia,N,['diagnosis']
27131408,10.1016/j.nut.2016.01.021,5,2016,5,23,Is it gluten-free? Relationship between self-reported gluten-free diet adherence and knowledge of gluten content of foods.,1873-1244,Electronic,32,07-Aug,"Nutrition (Burbank, Los Angeles County, Calif.)",Nutrition,20220379,D019380,Anti-HIV Agents,N,['pharmacology']
27131409,10.1016/j.injury.2016.04.013,9,2016,6,19,Biomechanical comparison of plate and screw fixation in anterior pelvic ring fractures with low bone mineral density.,1879-0267,Electronic,47,7,Injury,Injury,20220379,D003510,Cyclohexanes,N,['pharmacology']
27131410,10.1016/j.pan.2016.03.011,5,2016,5,28,"Corrigendum to ""Antioxidants as a treatment for acute pancreatitis: A meta-analysis"" [Pancreatology (2015) 203-208].",1424-3911,Electronic,16,3,Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.],Pancreatology,20220379,D024882,"Drug Resistance, Viral",Y,[]
27131411,10.1016/j.jdiacomp.2016.04.006,3,2016,7,18,Geraniol improves the impaired vascular reactivity in diabetes and metabolic syndrome through calcium channel blocking effect.,1873-460X,Electronic,30,6,Journal of diabetes and its complications,J. Diabetes Complicat.,20220379,D015658,HIV Infections,N,['virology']
27131412,10.1016/j.clinimag.2016.02.024,7,2016,6,18,CT measurement of central pulmonary arteries to diagnose pulmonary hypertension (PHTN): more reliable than valid?,1873-4499,Electronic,40,4,Clinical imaging,Clin Imaging,20220379,D015497,HIV-1,N,"['genetics', 'isolation & purification']"
27131413,10.1016/j.ttbdis.2016.04.015,4,2016,7,18,Molecular detection of spotted fever group rickettsiae in ticks removed from humans in Turkey.,1877-9603,Electronic,7,5,Ticks and tick-borne diseases,Ticks Tick Borne Dis,20220379,D006801,Humans,N,[]
27131414,10.1016/j.arth.2016.03.042,2,2016,6,20,"Letter to the Editor ""Simultaneous Bilateral Versus Unilateral Total Knee Arthroplasty: A Comparison of 30-Day Readmission Rates and Major Complications"".",1532-8406,Electronic,31,7,The Journal of arthroplasty,J Arthroplasty,20220379,D020125,"Mutation, Missense",Y,[]
27131415,10.1016/j.arth.2016.02.058,4,2016,9,28,Human Immunodeficiency Virus and Total Joint Arthroplasty: The Risk for Infection Is Reduced.,1532-8406,Electronic,31,10,The Journal of arthroplasty,J Arthroplasty,20220379,D014230,Triazoles,N,['pharmacology']
27131416,10.1016/j.appet.2016.04.033,8,2016,6,10,Development of an item bank for food parenting practices based on published instruments and reports from Canadian and US parents.,1095-8304,Electronic,103,,Appetite,Appetite,20220379,D054299,"env Gene Products, Human Immunodeficiency Virus",N,['genetics']
27131417,10.1016/j.appet.2016.04.034,6,2016,6,10,Changes in the social context and conduct of eating in four Nordic countries between 1997 and 2012.,1095-8304,Electronic,103,,Appetite,Appetite,20220391,D006801,Humans,N,[]
27131418,10.1016/j.accpm.2015.11.009,7,2016,5,24,Evaluation of a continuous improvement programme of enhanced recovery after caesarean delivery under neuraxial anaesthesia.,2352-5568,Electronic,,,"Anaesthesia, critical care & pain medicine",Anaesth Crit Care Pain Med,20220391,D017053,Infection Control,N,['standards']
27131419,10.1016/j.accpm.2015.11.008,5,2016,8,1,"Under sevoflurane anaesthesia, a reduced dose of neostigmine can antagonize a shallow neuromuscular block: A double-blind, randomised study.",2352-5568,Electronic,35,4,"Anaesthesia, critical care & pain medicine",Anaesth Crit Care Pain Med,20220391,D007591,Joint Commission on Accreditation of Healthcare Organizations,Y,[]
27131420,10.1016/j.cbpb.2016.04.008,6,2016,5,31,"Lipolytic enzymes involving lipolysis in Teleost: Synteny, structure, tissue distribution, and expression in grass carp (Ctenopharyngodon idella).",1879-1107,Electronic,198,,"Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology","Comp. Biochem. Physiol. B, Biochem. Mol. Biol.",20220391,D009741,"Nursing Staff, Hospital",N,['standards']
27131421,10.1016/j.conb.2016.04.004,3,2016,8,16,A role for the survival of motor neuron protein in mRNP assembly and transport.,1873-6882,Electronic,39,,Current opinion in neurobiology,Curr. Opin. Neurobiol.,20220391,D017410,Practice Guidelines as Topic,N,[]
27131422,10.1016/j.conb.2016.04.006,2,2016,8,16,"There and back again: coordinated transcription, translation and transport in axonal survival and regeneration.",1873-6882,Electronic,39,,Current opinion in neurobiology,Curr. Opin. Neurobiol.,20220391,D011785,"Quality Assurance, Health Care",N,['trends']
27131423,10.1016/j.conb.2016.04.009,3,2016,8,16,Mechanisms controlling assembly and plasticity of presynaptic active zone scaffolds.,1873-6882,Electronic,39,,Current opinion in neurobiology,Curr. Opin. Neurobiol.,20220391,D014481,United States,N,[]
27131424,10.1016/j.jfo.2015.04.029,8,2016,7,4,"[Late onset orbital metastasis of cutaneous squamous cell carcinoma after 14 years, a case report].",1773-0597,Electronic,39,6,Journal francais d'ophtalmologie,J Fr Ophtalmol,20220392,D002405,"Catheterization, Central Venous",N,"['adverse effects', 'methods', 'nursing']"
27131425,10.1016/j.jfo.2015.06.014,4,2016,7,4,[Clear lens extraction for the treatment of anterior lenticonus in Alport's syndrome].,1773-0597,Electronic,39,6,Journal francais d'ophtalmologie,J Fr Ophtalmol,20220392,D055318,Evidence-Based Nursing,N,['methods']
27131426,10.1016/j.jfo.2015.03.032,3,2016,7,4,[Acute angle-closure attack secondary to BrightOcular(©) cosmetic iris implant and subsequent subluxation of contralateral iris implant].,1773-0597,Electronic,39,6,Journal francais d'ophtalmologie,J Fr Ophtalmol,20220392,D006764,"Hospitals, Community",N,[]
27131427,10.1016/j.jfo.2015.11.012,6,2016,5,29,"[Epidemiological aspects of diabetic retinopathy - a bicentric study in Antananarivo, Madagascar - report of 158 cases].",1773-0597,Electronic,39,5,Journal francais d'ophtalmologie,J Fr Ophtalmol,20220392,D006801,Humans,N,[]
27131428,10.1016/j.mam.2016.04.008,5,2016,9,23,Disease-associated glycans on cell surface proteins.,1872-9452,Electronic,51,,Molecular aspects of medicine,Mol. Aspects Med.,20220392,D007231,"Infant, Newborn",N,[]
27131430,10.1016/j.jclinepi.2016.04.008,2,2016,6,21,Most overviews of Cochrane reviews neglected potential biases from dual authorship.,1878-5921,Electronic,77,,Journal of clinical epidemiology,J Clin Epidemiol,20220392,D017053,Infection Control,N,"['methods', 'standards']"
27131429,10.1016/j.burns.2016.02.027,4,2016,5,25,"Comment on ""A tribute to Cicero Parker Meek"". Burns 2014; 41: 1660-1663.",1879-1409,Electronic,42,3,Burns : journal of the International Society for Burn Injuries,Burns,20220392,D007363,"Intensive Care Units, Neonatal",Y,[]
27131431,10.1016/j.imlet.2016.04.015,5,2016,6,6,Reverse immunoediting: When immunity is edited by antigen.,1879-0542,Electronic,175,,Immunology letters,Immunol. Lett.,20220392,D009746,"Nursing, Team",N,['methods']
27131432,10.1016/j.it.2016.04.001,5,2016,5,30,Memory CD8(+) T Cells: Innate-Like Sensors and Orchestrators of Protection.,1471-4981,Electronic,37,6,Trends in immunology,Trends Immunol.,20220392,D016134,Organizational Policy,N,[]
27131433,10.1016/j.jep.2016.04.051,5,2016,5,31,"Protective role of terpenes and polyphenols from three species of Oregano (Lippia graveolens, Lippia palmeri and Hedeoma patens) on the suppression of lipopolysaccharide-induced inflammation in RAW 264.7 macrophage cells.",1872-7573,Electronic,187,,Journal of ethnopharmacology,J Ethnopharmacol,20220392,D015397,Program Evaluation,N,[]
27131434,10.1016/j.jep.2016.04.048,8,2016,5,31,Dillenia suffruticosa dichloromethane root extract induced apoptosis towards MDA-MB-231 triple-negative breast cancer cells.,1872-7573,Electronic,187,,Journal of ethnopharmacology,J Ethnopharmacol,20220392,D018805,Sepsis,N,"['nursing', 'prevention & control']"
27131435,10.1016/j.cardfail.2016.04.016,12,2016,5,28,Impact of INTERMACS Profile on Clinical Outcomes for Patients Supported With the Total Artificial Heart.,1532-8414,Electronic,22,11,Journal of cardiac failure,J. Card. Fail.,20220392,D013041,"Specialties, Nursing",N,"['methods', 'standards']"
27131436,10.1016/j.jcin.2016.03.008,1,2016,5,20,Out-of-Hospital Cardiac Arrest Survivors in Patients Without ST-Segment Elevation Infarction: Is Routine Coronary Angiography Reasonable?,1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D019985,Benchmarking,N,[]
27131437,10.1016/j.jcin.2016.02.050,2,2016,5,20,Cardiovascular Interventions in the Modern Age: The Million Dollar Man.,1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D002056,Burns,N,"['nursing', 'prevention & control']"
27131438,10.1016/j.jcin.2016.02.001,13,2016,5,20,Emergency Percutaneous Coronary Intervention in Post-Cardiac Arrest Patients Without ST-Segment Elevation Pattern: Insights From the PROCAT II Registry.,1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D002648,Child,N,[]
27131439,10.1016/j.jcin.2016.02.011,10,2016,5,20,Drug-Coated Balloons for Revascularization of Infrapopliteal Arteries: A Meta-Analysis of Randomized Trials.,1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D006776,"Hospitals, Pediatric",N,[]
27131440,10.1016/j.jcin.2016.03.005,2,2016,5,20,Favorable Angiographic Outcome After Treatment of Infrapopliteal Lesions With Drug-Coated Balloons Without Clinical Benefit: What We Learn From a Meta-Analysis.,1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D006801,Humans,N,[]
27131441,10.1016/j.jcin.2016.02.012,10,2016,5,20,Hemodynamic Assessment of Aortic Regurgitation After Transcatheter Aortic Valve Replacement: The Diastolic Pressure-Time Index.,1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D006979,"Hyperthermia, Induced",Y,"['adverse effects', 'nursing', 'standards']"
27131442,10.1016/j.jcin.2016.02.019,4,2016,5,20,Left Atrial Appendage Closure Device Implantation After Percutaneous Atrial Septal Defect Closure.,1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D007231,"Infant, Newborn",N,[]
27131443,10.1016/j.jcin.2016.03.021,1,2016,5,20,"Searching for the Golden Formula: Less Is More, or Not?",1876-7605,Electronic,9,10,JACC. Cardiovascular interventions,JACC Cardiovasc Interv,20220393,D008872,Microwaves,N,[]
27131444,10.1016/j.bbamem.2016.04.011,2,2016,6,9,Effect of lipid composition and amino acid sequence upon transmembrane peptide-accelerated lipid transleaflet diffusion (flip-flop).,0006-3002,Print,1858,8,Biochimica et biophysica acta,Biochim. Biophys. Acta,20220393,D016134,Organizational Policy,N,[]
27131445,10.1016/j.amjmed.2016.03.040,4,2016,9,27,Infiltrating a Traveler's Heart: A Unique Presentation of Acute Heart Failure.,1555-7162,Electronic,129,10,The American journal of medicine,Am. J. Med.,20220393,D010371,Pediatric Nursing,N,['methods']
27131446,10.1016/j.brainresbull.2016.04.017,1,2016,8,22,(WNK)ing at death: With-no-lysine (Wnk) kinases in neuropathies and neuronal survival.,1873-2747,Electronic,125,,Brain research bulletin,Brain Res. Bull.,20220393,D017410,Practice Guidelines as Topic,N,[]
27131447,10.1016/j.molp.2016.04.003,3,2016,7,8,SWR1 Chromatin-Remodeling Complex Subunits and H2A.Z Have Non-overlapping Functions in Immunity and Gene Regulation in Arabidopsis.,1752-9867,Electronic,9,7,Molecular plant,Mol Plant,20220393,D013192,Staff Development,Y,[]
27131448,10.1016/j.chemosphere.2016.04.061,3,2016,5,22,Combining parallel factor analysis and machine learning for the classification of dissolved organic matter according to source using fluorescence signatures.,1879-1298,Electronic,155,,Chemosphere,Chemosphere,20220394,D006764,"Hospitals, Community",N,"['organization & administration', 'standards']"
27131449,10.1016/j.chemosphere.2016.04.062,12,2016,5,22,Amitriptyline removal using palygorskite clay.,1879-1298,Electronic,155,,Chemosphere,Chemosphere,20220394,D006801,Humans,N,[]
27131450,10.1016/j.chemosphere.2016.04.065,6,2016,5,22,Suppression of chlorinated aromatics by nitrogen and sulphur inhibitors in iron ore sintering.,1879-1298,Electronic,155,,Chemosphere,Chemosphere,20220394,D010348,Patient Care Team,N,"['organization & administration', 'standards']"
27131451,10.1016/j.chemosphere.2016.04.079,3,2016,5,22,"Evaluating the toxic potential of benzothiazoles with the rainbow trout cell lines, RTgill-W1 and RTL-W1.",1879-1298,Electronic,155,,Chemosphere,Chemosphere,20220394,D016730,Program Development,N,[]
27131452,10.1016/j.chiabu.2016.04.005,3,2016,5,29,Sexual harassment victimization in adolescence: Associations with family background.,1873-7757,Electronic,56,,Child abuse & neglect,Child Abuse Negl,20220394,D011787,Quality of Health Care,N,[]
27131453,10.1016/j.chiabu.2016.04.004,2,2016,5,29,Understanding child directed caregiver aggression: An examination of characteristics and predictors associated with perpetration.,1873-7757,Electronic,56,,Child abuse & neglect,Child Abuse Negl,20220394,D019035,Rural Health Services,N,"['organization & administration', 'standards']"
27131454,10.1016/j.jhazmat.2016.04.042,10,2016,5,20,Beneficial behavior of nitric oxide in copper-treated medicinal plants.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220394,D013192,Staff Development,N,"['organization & administration', 'standards']"
27131455,10.1016/j.jhazmat.2016.04.051,5,2016,5,20,Effect of indoor-generated airborne particles on radon progeny dynamics.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220394,D014193,Trauma Centers,N,"['organization & administration', 'standards']"
27131456,10.1016/j.jhazmat.2016.04.038,6,2016,5,20,Novel thiosalicylate-based ionic liquids for heavy metal extractions.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220394,D014922,Wisconsin,N,[]
27131457,10.1016/j.jhazmat.2016.04.040,3,2016,5,20,Hydration mechanism and leaching behavior of bauxite-calcination-method red mud-coal gangue based cementitious materials.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220401,D000151,Acinetobacter Infections,N,"['diagnosis', 'etiology', 'therapy']"
27131458,10.1016/j.jhazmat.2016.04.048,3,2016,5,20,Mineralization of 2-chlorophenol by sequential electrochemical reductive dechlorination and biological processes.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220401,D017809,Fatal Outcome,N,[]
27131459,10.1016/j.jhazmat.2016.04.043,5,2016,5,20,Effects of surface ligands on the uptake and transport of gold nanoparticles in rice and tomato.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220401,D006801,Humans,N,[]
27131460,10.1016/j.jhazmat.2016.04.052,2,2016,5,20,Determination and toxicity evaluation of the generated products in sulfamethoxazole degradation by UV/CoFe2O4/TiO2.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220401,D008297,Male,N,[]
27131461,10.1016/j.jhazmat.2016.04.054,2,2016,5,20,Thermodynamic analysis of Cr(VI) extraction using TOPO impregnated membranes.,1873-3336,Electronic,314,,Journal of hazardous materials,J. Hazard. Mater.,20220401,D016920,"Meningitis, Bacterial",N,"['diagnosis', 'etiology', 'therapy']"
27131463,10.1016/j.juro.2016.03.181,7,2016,9,6,Narcotic Use and Postoperative Doctor Shopping by Patients with Nephrolithiasis Requiring Operative Intervention: Implications for Patient Safety.,1527-3792,Electronic,196,3,The Journal of urology,J. Urol.,20220401,D019838,Neck Injuries,N,"['complications', 'diagnosis', 'therapy']"
27131466,10.1111/jgh.13431,3,2016,5,1,Hepatobiliary and Pancreatic: Liver abscesso-colonic fistula: A rare complication of transarterial chemoembolization for treatment of hepatocellular carcinoma.,1440-1746,Electronic,31,11,Journal of gastroenterology and hepatology,J. Gastroenterol. Hepatol.,20220401,D014951,"Wounds, Stab",N,"['complications', 'diagnosis', 'therapy']"
27131465,10.1016/j.juro.2016.04.069,6,2016,9,16,Testosterone Therapy in Patients with Treated and Untreated Prostate Cancer: Impact on Oncologic Outcomes.,1527-3792,Electronic,196,4,The Journal of urology,J. Urol.,20220401,D055815,Young Adult,N,[]
27131467,10.1016/j.neunet.2016.03.008,2,2016,5,22,Effect of network architecture on burst and spike synchronization in a scale-free network of bursting neurons.,1879-2782,Electronic,79,,Neural networks : the official journal of the International Neural Network Society,Neural Netw,20220402,D000471,Alkalosis,N,"['diagnosis', 'etiology', 'therapy']"
27131468,10.1016/j.neunet.2016.03.013,3,2016,5,22,Dynamical analysis of contrastive divergence learning: Restricted Boltzmann machines with Gaussian visible units.,1879-2782,Electronic,79,,Neural networks : the official journal of the International Neural Network Society,Neural Netw,20220402,D002277,Carcinoma,N,"['complications', 'metabolism', 'therapy']"
27131464,10.1016/j.juro.2016.04.070,8,2016,9,26,Symptom Variability and Early Symptom Regression in the MAPP Study: A Prospective Study of Urological Chronic Pelvic Pain Syndrome.,1527-3792,Electronic,196,5,The Journal of urology,J. Urol.,20220402,D003110,Colonic Neoplasms,N,"['complications', 'metabolism', 'therapy']"
27131470,10.1016/j.ejogrb.2016.04.015,1,2016,6,3,European Board and College of Obstetrics and Gynaecology (EBCOG).,1872-7654,Electronic,201,,"European journal of obstetrics, gynecology, and reproductive biology",Eur. J. Obstet. Gynecol. Reprod. Biol.,20220402,D003681,Dehydration,N,"['complications', 'diagnosis', 'therapy']"
27131469,10.1016/j.neunet.2016.03.004,3,2016,5,22,Pattern recognition for electroencephalographic signals based on continuous neural networks.,1879-2782,Electronic,79,,Neural networks : the official journal of the International Neural Network Society,Neural Netw,20220402,D004322,Drainage,N,['adverse effects']
27131471,10.1016/j.phrs.2016.04.013,2,2016,6,20,Reply to the commentary: Estimating genotype and allele frequencies of the CYP2D6 gene.,1096-1186,Electronic,110,,Pharmacological research,Pharmacol. Res.,20220402,D006801,Humans,N,[]
27131472,10.1016/j.tins.2016.04.006,2,2016,5,28,Metastability and Coherence: Extending the Communication through Coherence Hypothesis Using a Whole-Brain Computational Perspective.,1878-108X,Electronic,39,6,Trends in neurosciences,Trends Neurosci.,20220402,D007441,"Intubation, Gastrointestinal",N,[]
27131474,10.1111/1471-0528.14067,1,2016,5,1,Should we screen for prolapse symptoms in primary care?,1471-0528,Electronic,,,BJOG : an international journal of obstetrics and gynaecology,BJOG,20220402,D007582,Jejunostomy,N,[]
27131473,10.1016/j.jchromb.2016.04.032,5,2016,9,21,Importance of vial shape and type on the reproducibility of size exclusion chromatography measurement of monoclonal antibodies.,1873-376X,Electronic,1032,,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",J. Chromatogr. B Analyt. Technol. Biomed. Life Sci.,20220402,D008297,Male,N,[]
27131475,10.1016/j.jconhyd.2016.04.001,4,2016,5,24,Experimental and modeling of the unsaturated transports of S-metolachlor and its metabolites in glaciofluvial vadose zone solids.,1873-6009,Electronic,190,,Journal of contaminant hydrology,J. Contam. Hydrol.,20220402,D008875,Middle Aged,N,[]
27131476,10.1016/j.jmr.2016.04.008,6,2016,5,31,Gradient shimming based on regularized estimation for B0-field and shim functions.,1096-0856,Electronic,268,,"Journal of magnetic resonance (San Diego, Calif. : 1997)",J. Magn. Reson.,20220402,D014839,Vomiting,N,['complications']
27131477,,7,2016,5,2,Squamous cell carcinoma arising on a forearm free flap 21 years after hemiglossectomy.,2239-253X,Electronic,87,ePub,Annali italiani di chirurgia,Ann Ital Chir,20220403,D001469,Barotrauma,N,"['complications', 'diagnosis', 'therapy']"
27131478,10.1016/j.survophthal.2016.04.006,2,2016,9,5,Autoimmune disease: Conceptual history and contributions of ocular immunology.,1879-3304,Electronic,61,5,Survey of ophthalmology,Surv Ophthalmol,20220403,D006259,Craniocerebral Trauma,N,"['complications', 'diagnosis', 'therapy']"
27131479,10.1016/j.drugpo.2016.04.008,3,2016,5,21,"Drug policy and human rights in the Middle East and North Africa: Harm reduction, legal environment and public health.",1873-4758,Electronic,31,,The International journal on drug policy,Int. J. Drug Policy,20220403,D005901,Glaucoma,N,"['diagnosis', 'etiology', 'therapy']"
27131480,10.1063/1.4945008,2,2016,5,2,Examining k-nearest neighbour networks: Superfamily phenomena and inversion.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220403,D006801,Humans,N,[]
27131481,10.1063/1.4945420,4,2016,5,2,Successful network inference from time-series data using mutual information rate.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220403,D008297,Male,N,[]
27131482,10.1063/1.4946812,2,2016,5,2,Network-scale effect on synchronizability of fully coupled network with connection delay.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220403,D014948,"Wounds, Gunshot",N,"['complications', 'diagnosis', 'therapy']"
27131483,10.1063/1.4945794,2,2016,5,2,Noisy homoclinic pulse dynamics.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220403,D055815,Young Adult,N,[]
27131484,10.1063/1.4946772,1,2016,5,2,Non-Gaussian and persistence measures for control loop quality assessment.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220404,D000368,Aged,N,[]
27131462,10.1016/j.juro.2016.04.071,13,2016,9,16,Glycemic Control and Urinary Tract Infections in Women with Type 1 Diabetes: Results from the DCCT/EDIC.,1527-3792,Electronic,196,4,The Journal of urology,J. Urol.,20220404,D005440,Fluid Therapy,N,['adverse effects']
27131485,10.1063/1.4946811,2,2016,5,2,Chaos control of Hastings-Powell model by combining chaotic motions.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220404,D006801,Humans,N,[]
27131486,10.1063/1.4945796,8,2016,5,2,Suppression of phase synchronisation in network based on cat's brain.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220404,D008297,Male,N,[]
27131487,10.1063/1.4947202,4,2016,5,2,Decomposition and tunability of expression noise in the presence of coupled feedbacks.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220404,D008875,Middle Aged,N,[]
27131488,10.1063/1.4946775,2,2016,5,2,On effective temperature in network models of collective behavior.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220404,D018917,"Optic Neuropathy, Ischemic",N,"['diagnosis', 'etiology', 'therapy']"
27131489,10.1063/1.4947420,6,2016,5,2,Epidemic spreading with activity-driven awareness diffusion on multiplex network.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220404,D011183,Postoperative Complications,Y,[]
27131490,10.1063/1.4946813,4,2016,5,2,Multistability in Chua's circuit with two stable node-foci.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220404,D014949,"Wounds, Nonpenetrating",N,"['complications', 'diagnosis', 'therapy']"
27131491,10.1063/1.4947081,7,2016,5,2,Experimental demonstration of revival of oscillations from death in coupled nonlinear oscillators.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220405,D000328,Adult,N,[]
27131492,10.1063/1.4947288,3,2016,5,2,Synchronization criteria for generalized reaction-diffusion neural networks via periodically intermittent control.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220405,D006335,Heart Injuries,N,"['diagnostic imaging', 'etiology', 'surgery']"
27131493,10.1063/1.4947548,2,2016,5,2,Noisy coupled logistic maps in the vicinity of chaos threshold.,1089-7682,Electronic,26,4,"Chaos (Woodbury, N.Y.)",Chaos,20220405,D006801,Humans,N,[]
27131494,10.1016/j.clinbiochem.2016.04.007,3,2016,8,29,Development of a liquid chromatography-tandem mass spectrometry method to address the increased utilization of umbilical cord in the assessment of in utero drug exposure.,1873-2933,Electronic,49,13-14,Clinical biochemistry,Clin. Biochem.,20220405,D008297,Male,N,[]
27131495,10.1016/j.clinbiochem.2016.04.009,1,2016,8,29,LC-MS/MS analysis of steroids in the clinical laboratory.,1873-2933,Electronic,49,13-14,Clinical biochemistry,Clin. Biochem.,20220405,D011859,Radiography,N,[]
